id,room_type,minimum_nights,census_tract,census_NBH,amenities,price
848961017797807929,Private room,2,2.01,Brighton,"[""Wifi"", ""Stove"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV"", ""Bathtub"", ""Hot water kettle"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Dedicated workspace"", ""Essentials"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Clothing storage"", ""Heating"", ""Microwave""]",36.0
849234104694269714,Entire home/apt,1,303.02,Downtown,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Pets allowed"", ""Wine glasses"", ""Iron"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Elevator"", ""Body soap"", ""Extra pillows and blankets"", ""TV"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dryer \u2013\u00a0In unit"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Clothing storage: dresser"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Heating"", ""Fire extinguisher""]",267.0
849316099483773204,Entire home/apt,1,703.02,South End,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Long term stays allowed"", ""Dishwasher"", ""Refrigerator"", ""Pets allowed"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""TV"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Portable fans"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Clothing storage"", ""Heating"", ""Fire extinguisher""]",208.0
849335827776494057,Entire home/apt,1,303.02,Downtown,"[""Wifi"", ""Stove"", ""Kitchen"", ""Long term stays allowed"", ""Dishwasher"", ""Refrigerator"", ""Pets allowed"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Coffee maker"", ""Dryer \u2013 In building"", ""Washer"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""TV"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Portable fans"", ""Hangers"", ""Self check-in"", ""Clothing storage"", ""Heating"", ""Fire extinguisher""]",201.0
2021489,Private room,29,610,South Boston,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Lock on bedroom door"", ""Barbecue utensils"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""Shower gel"", ""BBQ grill"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Beach access"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Baking sheet"", ""Microwave"", ""Baby safety gates"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Private living room"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",231.0
2108738,Entire home/apt,91,108.02,Back Bay,"[""Wifi"", ""TV with standard cable"", ""Washer"", ""Kitchen"", ""Smoke alarm"", ""Dryer"", ""Heating"", ""Essentials""]",70.0
2126053,Entire home/apt,29,201.01,Beacon Hill,"[""Wifi"", ""Stove"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Hair dryer"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",165.0
2141306,Entire home/apt,91,701.04,Downtown,"[""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Washer"", ""Wifi"", ""Keypad"", ""Kitchen"", ""Smoke alarm"", ""Elevator"", ""Hangers"", ""First aid kit"", ""Self check-in"", ""Dryer"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Essentials"", ""Iron""]",300.0
2183058,Entire home/apt,91,304,North End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Lockbox"", ""Air conditioning"", ""Shampoo"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",195.0
2183117,Entire home/apt,31,7.04,Allston,"[""Wifi"", ""Stove"", ""Kitchen"", ""Refrigerator"", ""Coffee maker"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Private hot tub"", ""Air conditioning"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Private patio or balcony"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Dryer"", ""Heating"", ""Microwave""]",90.0
2215762,Entire home/apt,3,705.02,South End,"[""Wifi"", ""Stove"", ""City skyline view"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Shower gel"", ""Clothing storage: walk-in closet"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""TV with HBO Max, Hulu, Netflix, premium cable, Roku, standard cable"", ""Hot water kettle"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",219.0
2262752,Private room,31,1202.01,Jamaica Plain,"[""Shampoo"", ""Carbon monoxide alarm"", ""Wifi"", ""Washer"", ""Kitchen"", ""Smoke alarm"", ""Free parking on premises"", ""First aid kit"", ""Dryer"", ""Heating"", ""Essentials""]",161.0
2292495,Entire home/apt,33,705.02,South End,"[""Wifi"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Washer"", ""Hair dryer"", ""Dishes and silverware"", ""Kitchen"", ""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Dryer"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Iron""]",90.0
2378421,Entire home/apt,2,1201.03,Jamaica Plain,"[""Wifi"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Hair dryer"", ""Shower gel"", ""Free washer \u2013 In building"", ""Patio or balcony"", ""Cleaning products"", ""Body soap"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Private entrance"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Backyard - Fully fenced"", ""Hot water"", ""Central air conditioning"", ""Hangers"", ""Self check-in"", ""Free dryer \u2013 In building"", ""Heating"", ""Fire extinguisher""]",175.0
2395326,Entire home/apt,29,703.01,South End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Patio or balcony"", ""Lockbox"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Heating"", ""Microwave""]",119.0
2410846,Entire home/apt,91,701.02,Downtown,"[""Wifi"", ""Stove"", ""City skyline view"", ""Kitchen"", ""Dishwasher"", ""Crib"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Elevator"", ""Lockbox"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Shampoo"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",125.0
2495047,Entire home/apt,2,705.02,South End,"[""Wifi"", ""City skyline view"", ""Kitchen"", ""Dishwasher"", ""Paid parking lot on premises \u2013 1 space"", ""Free street parking"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Ceiling fan"", ""Iron"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Dryer \u2013 In building"", ""Induction stove"", ""Coffee maker"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Hot water kettle"", ""Air conditioning"", ""Conditioner"", ""Paid washer \u2013 In building"", ""Shampoo"", ""Bed linens"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Paid street parking off premises"", ""TV with HBO Max, Netflix, Roku, standard cable"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Ethernet connection"", ""Essentials"", ""Clothing storage: dresser"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",220.0
2526773,Entire home/apt,91,4.02,Brighton,"[""Wifi"", ""Bed linens"", ""Carbon monoxide alarm"", ""Washer"", ""Hot water"", ""Stove"", ""Dishes and silverware"", ""Kitchen"", ""Smoke alarm"", ""Cooking basics"", ""Long term stays allowed"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Dryer"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Microwave"", ""Essentials""]",52.0
2658094,Entire home/apt,32,305,North End,"[""Wifi"", ""TV with standard cable"", ""Kitchen"", ""Hangers"", ""Pets allowed"", ""Heating"", ""Air conditioning""]",139.0
2672058,Private room,91,8.05,Allston,"[""Wifi"", ""TV with standard cable"", ""Washer"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Dryer"", ""Heating"", ""Air conditioning"", ""Essentials""]",85.0
2701124,Entire home/apt,29,105,Back Bay,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Refrigerator"", ""TV with standard cable"", ""Washer"", ""Elevator"", ""Air conditioning"", ""Shampoo"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Gym"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Dryer"", ""Heating"", ""Microwave""]",280.0
2723274,Entire home/apt,29,703.02,South End,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Extra pillows and blankets"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Private entrance"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Indoor fireplace"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Heating"", ""Microwave""]",200.0
2754975,Entire home/apt,365,203.02,Beacon Hill,"[""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Washer"", ""Wifi"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Elevator"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Dryer"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Essentials"", ""Iron""]",150.0
2864688,Private room,5,406,Charlestown,"[""Washer"", ""Keypad"", ""Kitchen"", ""Self check-in"", ""Dryer""]",595.0
2886933,Entire home/apt,2,1403,Hyde Park,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Outdoor furniture"", ""Washer"", ""Hair dryer"", ""BBQ grill"", ""Extra pillows and blankets"", ""Game console"", ""Lockbox"", ""TV"", ""Bathtub"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Private entrance"", ""Microwave"", ""Private patio or balcony"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Indoor fireplace"", ""Hangers"", ""Private backyard \u2013 Not fully fenced"", ""Self check-in"", ""Dryer"", ""Heating"", ""Fire extinguisher""]",250.0
3129309,Entire home/apt,2,301,North End,"[""Wifi"", ""Kitchen"", ""Long term stays allowed"", ""Dishwasher"", ""Single level home"", ""Refrigerator"", ""Pets allowed"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Paid parking garage off premises"", ""Hair dryer"", ""Shower gel"", ""Blender"", ""EV charger"", ""Cleaning available during stay"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Stainless steel stove"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Laundromat nearby"", ""Hot water kettle"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Hot water"", ""Courtyard view"", ""Dishes and silverware"", ""Portable fans"", ""HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, Roku"", ""Hangers"", ""Self check-in"", ""Clothing storage"", ""Heating"", ""Fire extinguisher""]",499.0
3164650,Entire home/apt,29,1402.01,Hyde Park,"[""Stove"", ""Kitchen"", ""Dishwasher"", ""HDTV with Amazon Prime Video, Netflix, standard cable, Hulu"", ""Free street parking"", ""First aid kit"", ""Refrigerator"", ""Pets allowed"", ""Iron"", ""Coffee maker"", ""Outdoor furniture"", ""Dryer \u2013 In building"", ""Washer"", ""Hair dryer"", ""Patio or balcony"", ""Shared backyard"", ""Fast wifi \u2013 486 Mbps"", ""Lockbox"", ""Bathtub"", ""Shampoo"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Central air conditioning"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",110.0
3193484,Private room,30,1005,Dorchester,"[""Wifi"", ""Stove"", ""Kitchen"", ""Window AC unit"", ""Free street parking"", ""Lock on bedroom door"", ""Refrigerator"", ""Toaster"", ""Iron"", ""Coffee maker"", ""Hair dryer"", ""Patio or balcony"", ""Cleaning products"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Hot water kettle"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Security cameras on property"", ""Dial Soap Bars body soap"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Portable fans"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",50.0
3229255,Entire home/apt,3,1106.07,Roslindale,"[""Wifi"", ""Stove"", ""Kitchen"", ""Window AC unit"", ""Free street parking"", ""Outdoor dining area"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Coffee maker"", ""Outdoor furniture"", ""High chair"", ""Shared patio or balcony"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Central heating"", ""BBQ grill"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Hot water kettle"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""TV with Roku"", ""Board games"", ""Essentials"", ""Hot water"", ""Fire pit"", ""Dishes and silverware"", ""Books and reading material"", ""Portable fans"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Clothing storage: dresser and closet""]",150.0
3294152,Entire home/apt,2,912,Dorchester,"[""Wifi"", ""Stove"", ""Kitchen"", ""Free street parking"", ""Barbecue utensils"", ""First aid kit"", ""Outdoor dining area"", ""Beach essentials"", ""Refrigerator"", ""Coffee maker: pour-over coffee"", ""Paid parking on premises"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable"", ""Outdoor furniture"", ""Washer"", ""Hair dryer"", ""Shower gel"", ""Central heating"", ""Bikes"", ""Bread maker"", ""BBQ grill"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Hot water kettle"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Safe"", ""Backyard"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Dining table"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Baby safety gates"", ""Private patio or balcony"", ""Board games"", ""Essentials"", ""Hot water"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Dryer"", ""Long term stays allowed"", ""Clothing storage: dresser and closet""]",123.0
3302294,Entire home/apt,29,108.02,Back Bay,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Refrigerator"", ""Coffee maker"", ""Iron"", ""Hair dryer"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",200.0
3316049,Entire home/apt,91,704.02,South End,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Outdoor dining area"", ""Refrigerator"", ""Paid parking on premises"", ""Wine glasses"", ""Iron"", ""Outdoor furniture"", ""TV with standard cable"", ""Washer"", ""Shared patio or balcony"", ""Central heating"", ""Elevator"", ""BBQ grill"", ""Cleaning products"", ""Shared pool"", ""Freezer"", ""Stainless steel stove"", ""Extra pillows and blankets"", ""Lockbox"", ""Air conditioning"", ""Bed linens"", ""Carbon monoxide alarm"", ""Pool table"", ""Stainless steel oven"", ""Smoke alarm"", ""Cooking basics"", ""Private entrance"", ""Dedicated workspace"", ""Trash compactor"", ""Ethernet connection"", ""Essentials"", ""Free dryer"", ""Private outdoor kitchen"", ""Hot water"", ""Fire pit"", ""Dishes and silverware"", ""Shared gym"", ""Clothing storage: closet"", ""Outdoor shower"", ""Self check-in"", ""Long term stays allowed"", ""Exercise equipment"", ""Microwave""]",158.0
3343428,Private room,2,814,Roxbury,"[""Keypad"", ""Kitchen"", ""Dishwasher"", ""Bosch stainless steel gas stove"", ""Window AC unit"", ""Free street parking"", ""Lock on bedroom door"", ""Park view"", ""Barbecue utensils"", ""First aid kit"", ""Refrigerator"", ""Pets allowed"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Drying rack for clothing"", ""Hair dryer"", ""Shower gel"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Conditioner"", ""Clothing storage: wardrobe"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Coffee maker: french press"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""32\"" HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, premium cable, Roku, standard cable, Chromecast"", ""Cooking basics"", ""Dining table"", ""Microwave"", ""Dedicated workspace"", ""Board games"", ""Pocket wifi"", ""Coffee"", ""Exercise equipment: free weights, yoga mat"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Books and reading material"", ""Hangers"", ""Private living room"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fast wifi \u2013 95 Mbps"", ""Fire extinguisher""]",70.0
3344322,Private room,2,915,Dorchester,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Lock on bedroom door"", ""First aid kit"", ""Beach essentials"", ""Refrigerator"", ""Paid parking on premises"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Outdoor furniture"", ""Washer"", ""Shared patio or balcony"", ""Hair dryer"", ""BBQ grill"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Indoor fireplace"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",81.0
3441982,Entire home/apt,1,815,Roxbury,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Private entrance"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",100.0
3457722,Entire home/apt,5,2.01,Brighton,"[""AC - split type ductless system"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Baby bath"", ""Outlet covers"", ""First aid kit"", ""Outdoor dining area"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Iron"", ""Room-darkening shades"", ""Coffee maker"", ""High chair"", ""Outdoor furniture"", ""Hair dryer"", ""EV charger"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 200 Mbps"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""40\"" HDTV with Disney+, Amazon Prime Video, HBO Max, Netflix"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Baby safety gates"", ""Private patio or balcony"", ""Ethernet connection"", ""Baby monitor"", ""Essentials"", ""Hot water"", ""Fire pit"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Hangers"", ""Private backyard \u2013 Not fully fenced"", ""Self check-in"", ""Heating"", ""Fire extinguisher""]",205.0
3463914,Entire home/apt,91,108.02,Back Bay,"[""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Washer"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Indoor fireplace"", ""Elevator"", ""First aid kit"", ""Dryer"", ""Essentials""]",248.0
3493840,Private room,31,1202.01,Jamaica Plain,"[""Wifi"", ""Stove"", ""Kitchen"", ""Free street parking"", ""First aid kit"", ""Refrigerator"", ""Washer"", ""BBQ grill"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Bathtub"", ""Shampoo"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Host greets you"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Babysitter recommendations"", ""Dryer"", ""Long term stays allowed"", ""Heating""]",98.0
3520353,Entire home/apt,91,203.02,Beacon Hill,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Outdoor dining area"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""Hair dryer"", ""BBQ grill"", ""Extra pillows and blankets"", ""Lockbox"", ""TV"", ""Hot water kettle"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dryer \u2013\u00a0In unit"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Washer \u2013\u00a0In unit"", ""Essentials"", ""Hot water"", ""Fire pit"", ""Dishes and silverware"", ""Indoor fireplace"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",288.0
3521944,Entire home/apt,91,1301.01,West Roxbury,"[""Shampoo"", ""Wifi"", ""Washer"", ""Kitchen"", ""Smoke alarm"", ""Free parking on premises"", ""Dryer"", ""Gym"", ""Essentials""]",119.0
3539510,Entire home/apt,30,907,Dorchester,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Toaster"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Hot water kettle"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Private entrance"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Dryer"", ""Clothing storage"", ""Heating"", ""Fire extinguisher""]",154.0
3544343,Entire home/apt,91,303.02,Downtown,"[""Shampoo"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Elevator"", ""TV"", ""Heating"", ""Essentials""]",100.0
